machine_id,time,degra_level_observed,region,route,speed,load,brake_temperature,vibration_level,rul,segment_id
1,27,1.934731689,1,0,97.32783474,0.504793402,7.04014853,0,61,1
1,28,1.89977217,1,1,27.6529883,0.625626778,8.401863906,0.220174474,60,1
1,29,1.985601442,1,0,103.1257182,0.690915877,0,0.169586514,59,1
1,30,1.761006605,1,1,27.88350844,0.616405545,2.143290286,0,58,1
1,31,1.844767744,1,1,22.76443764,0.492107405,4.976629914,0.246665718,57,1
1,32,2.006498135,1,1,31.99887113,0.533829461,2.4115532,0.062004378,56,1
1,33,1.936558873,1,0,109.0945981,0.588750969,7.566976151,0.310747934,55,1
1,34,2.316736433,1,1,25.3319116,0.603833611,6.694199445,0.332232398,54,1
1,35,2.480822287,1,0,97.62676847,0.70840818,7.383691009,0.175905378,53,1
1,36,2.344742194,1,0,103.0409655,0.648150927,7.285537177,0.016502806,52,1
1,37,2.646103591,1,0,89.87759502,0.631590317,8.897269993,0.22377223,51,1
1,38,2.684595895,1,1,31.16338106,0.626562581,7.76713376,0.125797608,50,1
1,39,3.005871424,1,1,28.80322186,0.522027617,5.571151317,0,49,1
1,40,2.664095024,1,1,31.09998342,0.760296124,5.642265141,0.157534883,48,1
1,41,2.651431062,1,1,31.7843553,0.770707656,7.739754488,0.110359963,47,1
1,42,2.797867442,1,1,26.80124234,0.531719772,2.775535978,0.102790782,46,1
1,43,2.802554036,1,1,23.11656926,0.687892461,10.92575065,0.217980453,45,1
1,44,2.618086551,1,0,89.70435594,0.522819458,8.352555233,0.3475413,44,1
1,45,2.959039376,1,1,34.19063284,0.824050456,4.188806515,0.244938858,43,1
1,46,3.157567663,1,1,32.07204717,0.525423554,11.27962136,0.244297882,42,1
1,47,3.217370606,1,1,31.33855731,0.543083257,7.710089141,0.080327017,41,1
1,48,2.95750638,1,1,26.939516,0.610298278,7.062961054,0.173027601,40,1
1,49,3.151129194,1,1,30.78524284,0.608513883,7.526588637,0.124165822,39,1
1,50,3.190912653,1,1,21.62658528,0.575746575,9.029567841,0.07199317,38,1
1,51,3.599560912,1,0,101.9648074,0.801170358,12.91132014,0.467150654,37,1
1,52,3.380693569,1,1,34.91369756,0.574447807,6.099473149,0.014730198,36,1
1,53,3.140648037,1,0,93.24418266,0.55185476,12.41701915,0.214969863,35,1
1,54,3.214288026,1,1,25.8930666,0.708226287,10.28824979,0.45597143,34,1
1,55,3.324091959,1,1,34.65786506,0.662872463,12.42512443,0.067888736,33,1
1,56,3.547986558,1,1,29.79618737,0.558898597,6.772384174,0.548357075,32,1
1,57,3.077346132,1,0,96.81511564,0.50181679,7.169747855,0,31,1
1,58,3.128517626,1,1,30.86293959,0.782286492,7.278889642,0.206299326,30,1
1,59,3.43716822,1,1,29.40680837,0.65295998,10.5769626,0.254636991,29,1
1,60,3.432177026,1,1,31.09691251,0.583284643,2.318716011,0.485011619,28,1
1,61,3.577033933,1,1,32.14378219,0.777952966,8.403333247,0.367617127,27,1
1,62,3.755117657,1,0,91.42871678,0.487561446,7.805000703,0.386724744,26,1
1,63,3.686554647,1,0,112.06566,0.606425445,8.229162852,0.499990916,25,1
1,64,4.263407538,1,0,110.23011,0.513672798,8.403431788,0.540670011,24,1
1,65,3.779945478,1,1,33.21663397,0.584916854,6.64063806,0.309296666,23,1
1,66,4.597418908,1,1,29.18278551,0.658134821,16.42526896,0.42317392,22,1
1,67,4.555302294,1,0,100.6340943,0.688771246,15.08346174,0.439876361,21,1
1,68,5.042624929,1,0,99.65897119,0.540054339,12.90794325,0.508347902,20,1
1,69,5.77508507,1,1,25.60923817,0.590965022,19.45900576,0.484211986,19,1
1,70,5.441429577,1,1,23.36803641,0.627440516,18.66526665,0.85863274,18,1
1,71,5.594154569,1,0,103.4195993,0.575960423,17.18276195,0.49846993,17,1
1,72,6.32883535,1,1,35.01378913,0.67818891,20.72667322,1.122763384,16,1
1,73,6.002501187,1,1,29.2274716,0.554783105,19.51636513,1.004229285,15,1
1,74,6.200410023,1,0,101.6974775,0.642034702,22.37745802,0.849372232,14,1
1,75,6.625934377,1,0,100.6334285,0.647200199,26.14277154,0.825270399,13,1
1,76,6.973671136,1,1,39.38422306,0.539053031,25.93786954,1.25070159,12,1
1,77,6.65099185,1,1,22.68278999,0.565306665,20.23374033,1.127698186,11,1
1,78,7.353387723,1,0,108.4409753,0.551468983,26.29116592,1.334837144,10,1
1,79,7.362636588,1,1,19.26355485,0.608110774,31.18448123,1.559228869,9,1
1,80,7.757162332,1,1,27.35280286,0.536691289,25.56876094,1.54698312,8,1
1,81,7.634003609,1,1,21.21135804,0.477672842,22.73911554,1.620884821,7,1
1,82,7.39433966,1,0,90.98804193,0.514698809,21.10922041,1.523506462,6,1
1,83,8.124000111,1,1,44.52533585,0.507220703,33.11985877,1.710122742,5,1
1,84,8.341525084,1,1,31.70777775,0.797247131,28.1020568,1.40955085,4,1
1,85,9.179720118,1,1,28.77361077,0.702111124,33.67609387,2.200173758,3,1
1,86,8.918745536,1,0,97.3669075,0.61099507,34.98002534,2.07424742,2,1
1,87,9.952944793,1,0,98.33278379,0.597738617,38.08758505,2.546686043,1,1
1,88,10.07841547,1,0,96.11270947,0.671531219,1.60647543,0,0,1
1,88,0,1,0,96.11270947,0.671531219,1.60647543,0,125,2
1,89,0.191804232,1,1,30.77714664,0.659553007,4.653458314,0.017351196,124,2
1,90,0.332976374,1,1,30.00042197,0.552221563,5.270685683,0,123,2
1,91,0.169798008,1,0,99.31899381,0.833694197,1.940849213,0.205309209,122,2
1,92,0.183274996,1,1,31.92923276,0.548071645,0,0,121,2
1,93,0,1,1,31.30578858,0.513136219,4.667859779,0.012712059,120,2
1,94,0.005916418,1,1,31.31374613,0.672391707,0.002431218,0.059318377,119,2
1,95,0.272359621,1,0,106.4920694,0.6698194,0,0.102372763,118,2
1,96,0.332297938,1,1,27.64237596,0.650749087,0,0,117,2
1,97,0.330773779,1,1,28.53914407,0.61402854,0,0.081601048,116,2
1,98,0.410529969,1,1,30.76281256,0.771526564,0,0,115,2
1,99,0.335385242,1,1,28.81574868,0.642028609,6.328932176,0.011308498,114,2
1,100,0.38571661,1,0,97.39659793,0.448705188,1.076701621,0,113,2
1,101,0.575305608,1,1,38.63675107,0.470991226,0,0,112,2
1,102,0.386219519,1,1,28.35737388,0.618244932,4.708449689,0.256154657,111,2
1,103,0.57614579,1,1,28.32771914,0.754381826,2.337502262,0.056097116,110,2
1,104,0.614986972,1,1,38.66155803,0.742118555,0,0,109,2
1,105,0.666500962,1,1,38.71967263,0.668276682,0,0,108,2
1,106,0.889135627,1,1,28.51714523,0.631031948,3.28658908,0.008918551,107,2
1,107,0.858089055,1,0,106.9270875,0.506547004,5.211092057,0.090952005,106,2
1,108,0.522341332,1,1,29.04674471,0.741502076,0,0.149609204,105,2
1,109,0.945051045,1,0,112.7445231,0.697454835,0,0.095290504,104,2
1,110,0.561180769,1,1,29.66523414,0.507176647,0,0,103,2
1,111,0.529412725,1,1,37.55614217,0.688130747,0.822269788,0,102,2
1,112,0.63189563,1,1,24.93141317,0.627655576,0,0,101,2
1,113,0.781273793,1,1,26.64429861,0.655578314,0.988539806,0.123862503,100,2
1,114,0.597147221,1,1,33.04380736,0.395248416,2.44712183,0,99,2
1,115,0.443716988,1,1,30.36016787,0.665766395,1.543033395,0,98,2
1,116,0.70681533,1,1,19.68380862,0.565267024,0,0,97,2
1,117,0.726742799,1,0,88.9288392,0.771972271,3.791072735,0,96,2
1,118,0.801840383,1,1,34.23291993,0.567283,5.101309327,0,95,2
1,119,0.608796689,1,1,35.34235778,0.647665168,1.899674052,0,94,2
1,120,1.107957468,1,1,31.3517162,0.53804284,0.982283094,0.205141237,93,2
1,121,1.133289742,1,1,29.23738734,0.662716753,0,0,92,2
1,122,1.13881398,1,1,24.70731959,0.611876463,7.676269241,0.160663373,91,2
1,123,1.057076669,1,1,26.28205886,0.542152365,0,0,90,2
1,124,1.119714337,1,1,34.22192595,0.625519972,6.522489693,0.080228627,89,2
1,125,1.093833975,1,1,34.28396991,0.708559373,2.219610131,0.147366048,88,2
1,126,0.905031339,1,0,116.2935717,0.603861197,4.944270716,0.082517503,87,2
1,127,1.120750655,1,0,111.2297805,0.578607423,2.173249619,0.072222906,86,2
1,128,1.308157502,1,0,109.1668548,0.464151412,0,0.045758082,85,2
1,129,1.205636486,1,0,88.79105444,0.544963737,4.938581945,0,84,2
1,130,1.236972647,1,1,32.62093921,0.652004784,0,0,83,2
1,131,1.334885966,1,0,83.82927594,0.629812725,4.436937059,0.244196369,82,2
1,132,1.233973469,1,0,103.2157004,0.694572729,0,0,81,2
1,133,1.591298993,1,1,26.6881252,0.63820151,2.861348688,0,80,2
1,134,1.402171509,1,0,101.6044796,0.677383837,4.240745833,0.120159813,79,2
1,135,1.461605299,1,0,98.7427201,0.644054976,6.938112578,0,78,2
1,136,1.685692979,1,0,97.24381179,0.676494092,2.764641389,0.092459898,77,2
1,137,2.040580981,1,0,99.17720483,0.707329271,2.777345364,0.023994666,76,2
1,138,2.006594646,1,1,23.51763836,0.476158827,3.488665916,0,75,2
1,139,1.762502067,1,1,26.6086778,0.699320756,2.683549315,0,74,2
1,140,1.552409306,1,1,30.98895041,0.733299116,3.299912326,0.0611004,73,2
1,141,2.095564347,1,1,29.65431033,0.759735955,2.747277475,0,72,2
1,142,2.37717135,1,1,25.81300888,0.564937331,3.731689844,0.101208082,71,2
1,143,1.988377188,1,1,25.55933073,0.588575698,1.835267128,0.017172356,70,2
1,144,1.885069928,1,1,38.60384916,0.486159215,3.875546095,0.060954698,69,2
1,145,2.24135651,1,0,92.71619243,0.671847075,7.358329489,0,68,2
1,146,1.805447395,1,1,20.84547087,0.717207066,1.288823822,0,67,2
1,147,2.279414905,1,0,96.26269833,0.517402125,6.429309575,0.292397566,66,2
1,148,2.124829878,1,1,32.1394522,0.605452932,0.235131825,0.022986739,65,2
1,149,2.13533017,1,1,31.80960927,0.756443532,3.024171657,0.050065142,64,2
1,150,2.081342564,1,1,22.61571092,0.731099608,7.425338526,0,63,2
1,151,2.231668138,1,1,35.57296222,0.662715078,4.936262157,0,62,2
1,152,2.072885357,1,1,31.74387947,0.819478622,7.138283663,0.010050073,61,2
1,153,1.982121178,1,0,100.4856679,0.640396426,0.267690647,0.38349316,60,2
1,154,2.258817707,1,1,25.77169484,0.657684404,3.914111376,0.042268745,59,2
1,155,2.466121375,1,1,31.56954106,0.541040486,5.064089199,0.167296356,58,2
1,156,2.206569271,1,0,85.48911595,0.512638955,6.95869431,0.170687401,57,2
1,157,2.382151799,1,0,97.94765889,0.818100483,5.319242125,0,56,2
1,158,2.568637493,1,0,93.26536219,0.659148212,6.162802849,0.184121244,55,2
1,159,2.611185299,1,1,28.57818081,0.642909931,0,0,54,2
1,160,2.492020635,1,1,28.30370758,0.73076252,2.626257679,0.060055422,53,2
1,161,2.255669903,1,1,30.03169531,0.884144739,1.972721475,0.310157677,52,2
1,162,2.573954675,1,1,37.16607253,0.633529384,5.554379341,0.027490957,51,2
1,163,2.605005456,1,1,29.71608403,0.607336608,3.272963443,0.174546344,50,2
1,164,2.691761648,1,1,32.15150679,0.539223647,2.948695093,0.153432438,49,2
1,165,2.845667802,1,1,33.06242955,0.69093589,7.365311081,0.082046138,48,2
1,166,2.797326211,1,1,31.83265704,0.595752493,0.913816557,0.073727221,47,2
1,167,2.940256656,1,1,28.45663472,0.717932079,6.275188373,0.314721269,46,2
1,168,3.035427447,1,1,28.32196316,0.425296167,8.333563705,0.305739899,45,2
1,169,3.210853647,1,1,36.81931115,0.713895865,6.522986902,0,44,2
1,170,3.114827126,1,1,22.48748272,0.327924483,7.362007049,0.273357949,43,2
1,171,3.150453348,1,1,42.10207506,0.667865794,4.484756487,0.437191285,42,2
1,172,3.68220492,1,1,32.32540105,0.468281531,11.00373382,0.34430684,41,2
1,173,3.700426447,1,1,30.49738737,0.615767301,9.276121325,0.272162274,40,2
1,174,3.731897595,1,0,102.4125166,0.691209968,7.561051649,0.530350312,39,2
1,175,3.564543622,1,0,106.2847079,0.787271061,13.33880475,0.371499179,38,2
1,176,3.754054472,1,1,25.56152172,0.7579558,11.72251322,0.357186929,37,2
1,177,4.323959533,1,0,109.8267497,0.580123795,9.196627697,0.644903139,36,2
1,178,4.134552554,1,0,100.9204007,0.650200249,15.25315626,0.678225235,35,2
1,179,4.132518855,1,1,28.19114761,0.530265157,6.896890711,0.305504255,34,2
1,180,4.210559711,1,1,32.26166975,0.467801459,11.65163743,0.676891399,33,2
1,181,4.069640421,1,0,96.22860078,0.739158632,13.91610921,0.412983717,32,2
1,182,4.594614939,1,1,26.06717112,0.455730551,14.29596635,0.592127591,31,2
1,183,4.900514305,1,1,31.23832951,0.606454704,11.49985173,0.502763395,30,2
1,184,4.735184523,1,1,29.20407564,0.64471619,16.99740726,0.796489564,29,2
1,185,4.855191912,1,1,33.5342482,0.690643963,12.23506335,0.705228341,28,2
1,186,5.178643761,1,1,32.78266721,0.654019166,19.3034715,0.5197827,27,2
1,187,5.221330572,1,1,29.56452914,0.593669045,16.20190855,0.746992778,26,2
1,188,5.345537543,1,1,24.83868665,0.499930188,13.35485786,0.514583104,25,2
1,189,5.372418326,1,1,27.4311448,0.535497635,14.68303031,0.784892144,24,2
1,190,6.108019571,1,1,31.67147564,0.629491572,15.7524581,0.747114296,23,2
1,191,5.994336614,1,0,106.3012919,0.698318634,19.5929838,0.798078362,22,2
1,192,6.205374132,1,0,95.42958699,0.679220158,20.49595509,1.084861084,21,2
1,193,6.381099545,1,1,22.7593637,0.617579341,19.05314519,0.984776481,20,2
1,194,6.290082894,1,0,93.70213649,0.643361706,18.5120771,0.976124356,19,2
1,195,6.426592351,1,1,36.6809305,0.749172365,20.26559292,0.978791418,18,2
1,196,6.450546613,1,1,31.81727169,0.38338517,26.74804131,0.963078477,17,2
1,197,6.607050398,1,1,28.5311054,0.517164064,21.03582989,1.122348588,16,2
1,198,6.630315177,1,0,113.9810757,0.506715894,22.50565934,1.282383821,15,2
1,199,6.549335303,1,1,31.17724184,0.785488981,25.53815619,0.894881959,14,2
1,200,6.621747906,1,1,31.24518061,0.806507251,23.0958217,1.358950756,13,2
1,201,6.875600269,1,1,27.88043124,0.459201452,18.50982534,0.855419058,12,2
1,202,6.741333923,1,0,97.03475375,0.572318525,25.0240387,1.22492986,11,2
1,203,6.99420152,1,1,31.2082986,0.44688116,25.77383552,1.237863569,10,2
1,204,6.921365399,1,1,27.11230556,0.751822088,22.10875531,1.271294016,9,2
1,205,7.646219794,1,1,26.81692358,0.678490527,22.79833987,1.664260225,8,2
1,206,8.083452154,1,1,32.24049682,0.455817635,30.16406452,1.698308102,7,2
1,207,8.428735985,1,0,92.75984364,0.647904978,31.17343723,1.854250941,6,2
1,208,8.768484714,1,1,32.23161074,0.543717476,32.76206622,1.715007424,5,2
1,209,8.531305621,1,1,33.56910068,0.648541819,32.16723026,1.737703302,4,2
1,210,8.924603143,1,0,110.1582519,0.580312124,33.45003589,2.031327829,3,2
1,211,9.173214267,1,0,101.8823941,0.562410773,30.9864258,2.26536985,2,2
1,212,9.904797049,1,0,96.26583357,0.583213534,38.97714285,2.335470696,1,2
1,213,10.1425566,1,1,24.79706974,0.383099333,0,0.078733317,0,2
1,213,0,1,1,24.79706974,0.383099333,0,0.078733317,117,3
1,214,0.267243765,1,1,42.74663976,0.58385044,0,0.005649035,116,3
1,215,0,1,1,28.44758012,0.595755071,0,0.029312072,115,3
1,216,0,1,1,24.43305979,0.682333481,0,0,114,3
1,217,0.331025983,1,1,22.5279719,0.69429704,1.092010315,0.059077174,113,3
1,218,0.26613511,1,1,30.85980166,0.59064485,0.427546357,0.143193551,112,3
1,219,0.340912398,1,0,104.3067974,0.451310206,6.735647063,0,111,3
1,220,0.311435783,1,1,28.04768025,0.809159868,0,0,110,3
1,221,0.823142437,1,0,111.6752133,0.514003297,0.004535776,0,109,3
1,222,0.491391422,1,0,102.2358018,0.537472642,3.567562756,0,108,3
1,223,0.181801055,1,1,36.06259418,0.591998196,0,0,107,3
1,224,0.829630327,1,1,29.91218587,0.534135057,0,0,106,3
1,225,0.639025321,1,0,99.42888561,0.453812145,0,0.214335242,105,3
1,226,0.675863043,1,1,32.41033418,0.572105497,1.500502623,0,104,3
1,227,0.551997417,1,1,33.92422018,0.651614342,3.739454728,0,103,3
1,228,0.64734739,1,0,90.78218852,0.707958156,1.72854199,0,102,3
1,229,0.78055923,1,0,116.678216,0.666396226,0,0,101,3
1,230,0.573587084,1,1,29.16536035,0.706054953,0,0.047564696,100,3
1,231,0.836516169,1,1,36.25862504,0.572245075,0,0,99,3
1,232,0.817528807,1,1,27.49577515,0.580836619,3.345512525,0.197044024,98,3
1,233,0.810144437,1,0,105.535612,0.77421481,4.727259205,0,97,3
1,234,0.813010386,1,1,27.87613136,0.655785089,0.976702781,0,96,3
1,235,0.7276316,1,1,34.76026827,0.399199637,2.176849139,0,95,3
1,236,0.757697985,1,0,94.52308566,0.392341765,1.249992249,0.082180136,94,3
1,237,0.623122292,1,0,93.59390719,0.604266901,9.962853573,0,93,3
1,238,0.998777512,1,1,28.77469674,0.521295994,0,0.118648942,92,3
1,239,1.029829571,1,1,35.24586811,0.526781485,0,0.185383708,91,3
1,240,0.964099637,1,0,103.9098427,0.602223755,1.150856843,0.324948974,90,3
1,241,0.971001774,1,1,29.93176604,0.694543731,1.540844379,0.056588642,89,3
1,242,1.160665681,1,1,29.93957675,0.603308365,0,0.274550484,88,3
1,243,1.2927292,1,1,22.18261026,0.69295227,0.786460979,0.083691694,87,3
1,244,1.430134706,1,1,24.88859859,0.614759473,0,0,86,3
1,245,1.370331691,1,1,18.59631077,0.474713497,3.699712788,0.233286631,85,3
1,246,1.222999851,1,1,37.30589433,0.652636065,0,0,84,3
1,247,1.088217184,1,1,24.2991954,0.512423779,1.010166939,0,83,3
1,248,1.230988429,1,1,30.29137165,0.679251248,5.189787547,0.273731629,82,3
1,249,1.3481176,1,0,101.9470061,0.640189275,5.338778033,0,81,3
1,250,1.344644893,1,0,105.649058,0.462390167,6.315029751,0,80,3
1,251,1.483184822,1,1,35.00872699,0.743149876,3.779645414,0.009789214,79,3
1,252,1.770246552,1,1,20.70082297,0.634280848,2.265355108,0.156186139,78,3
1,253,1.580896341,1,1,38.98797261,0.676007124,0,0.218864396,77,3
1,254,1.643708992,1,1,25.53434689,0.625522496,7.437608406,0.191333176,76,3
1,255,1.7194515,1,1,24.92466047,0.829252931,2.424552756,0,75,3
1,256,1.844655037,1,1,35.68024342,0.532292327,3.439908643,0,74,3
1,257,1.973351741,1,1,33.19813205,0.668631929,2.737431153,0,73,3
1,258,1.817919157,1,0,104.447598,0.69837879,6.694482306,0.139350413,72,3
1,259,2.13670936,1,0,102.3855399,0.446016253,0,0.278684708,71,3
1,260,2.267583426,1,0,96.10665629,0.496393271,6.690310219,0.028591981,70,3
1,261,2.589825614,1,1,38.6449767,0.760299426,1.97627214,0.170121061,69,3
1,262,2.214425869,1,1,36.7531256,0.625582684,6.076866155,0.025687384,68,3
1,263,2.699590822,1,0,92.34570041,0.664076497,9.91797495,0,67,3
1,264,2.571427149,1,1,23.48673942,0.619257655,6.03723651,0.159869925,66,3
1,265,2.316180895,1,0,112.5829282,0.713798699,0,0.306672902,65,3
1,266,2.697321323,1,0,101.7415112,0.628798604,0.226305273,0.244741208,64,3
1,267,2.366651138,1,1,24.58786401,0.609272179,2.961710343,0.072261622,63,3
1,268,2.609913569,1,0,91.24779123,0.675499548,8.517608809,0.190461195,62,3
1,269,2.530467116,1,1,21.06646244,0.612108903,1.931273024,0.287358972,61,3
1,270,3.071545657,1,1,35.29611869,0.726961051,6.151021067,0.091016341,60,3
1,271,2.993749853,1,0,94.0846827,0.516007484,2.272214753,0.115444696,59,3
1,272,2.585991193,1,1,31.89640017,0.753110478,6.136150319,0.312600734,58,3
1,273,2.851179645,1,1,29.33885672,0.499956778,7.129297952,0.140446284,57,3
1,274,3.158797195,1,1,31.08615597,0.604169042,3.707436018,0.107493186,56,3
1,275,3.123923214,1,1,31.26442407,0.573981592,9.064557135,0.11471915,55,3
1,276,2.888598964,1,0,102.1801698,0.584178108,9.509271493,0.249417236,54,3
1,277,3.104722058,1,1,31.36602011,0.510434466,8.505610381,0.184238907,53,3
1,278,3.554300745,1,0,110.0644386,0.508169415,9.563300509,0.375440179,52,3
1,279,3.210967639,1,1,20.69077423,0.627288361,6.833133139,0.131672828,51,3
1,280,4.38257103,1,1,29.41194572,0.745796349,10.15630095,0.467620273,50,3
1,281,4.774373376,1,1,31.97966937,0.780521187,10.79257713,0.387459764,49,3
1,282,4.519135361,1,0,97.34135442,0.549088175,10.71766603,0.343922281,48,3
1,283,4.516063089,1,1,28.36868997,0.767125895,11.99564173,0.22245634,47,3
1,284,4.377882558,1,1,28.32030387,0.814883388,12.82362821,0.381617461,46,3
1,285,4.333934512,1,1,38.76845513,0.615047501,13.24156069,0.398216319,45,3
1,286,4.56219987,1,1,31.82737236,0.942262734,10.67314131,0.460848128,44,3
1,287,4.617872358,1,1,26.46367735,0.721277153,10.48398057,0.525048034,43,3
1,288,4.524115773,1,1,27.55124909,0.715237502,14.11433669,0.880018113,42,3
1,289,4.643855875,1,1,31.39287957,0.625775889,15.70538418,0.467553816,41,3
1,290,4.513484622,1,0,102.9747613,0.430680673,15.47991924,0.66403082,40,3
1,291,4.630416872,1,1,25.0899029,0.480147453,12.79845326,0.6791686,39,3
1,292,4.570891504,1,1,30.41990502,0.55502675,9.866669038,0.545345495,38,3
1,293,4.554670275,1,0,90.60477384,0.583682992,12.90694265,0.735413809,37,3
1,294,4.645093241,1,1,29.76706365,0.652263795,10.57194886,0.228447163,36,3
1,295,5.078832363,1,1,33.62141339,0.630677603,10.38897516,0.362214359,35,3
1,296,5.041031614,1,1,20.2070428,0.623145437,14.31222833,0.788972764,34,3
1,297,5.221732162,1,0,99.2760592,0.621579121,17.31222333,0.574800895,33,3
1,298,5.357429482,1,1,34.73824805,0.513266876,14.88761897,0.724307403,32,3
1,299,5.212564045,1,1,24.53338071,0.653269033,19.4743654,0.563868064,31,3
1,300,5.302945055,1,1,27.84330281,0.374207382,14.97089883,0.691428601,30,3
1,301,5.385804073,1,1,25.83481639,0.568604478,18.9680367,0.848161661,29,3
1,302,5.730453406,1,0,100.2700679,0.593202733,17.30971552,0.626724782,28,3
1,303,5.636197393,1,1,26.61991347,0.53814557,17.43687344,1.037361657,27,3
1,304,6.152341168,1,0,89.25050551,0.663346537,15.48547406,0.918961987,26,3
1,305,5.821970832,1,1,29.26278755,0.783204977,14.33519401,0.61289391,25,3
1,306,5.700029057,1,1,40.30149085,0.601834221,17.10270113,0.847946547,24,3
1,307,5.800668232,1,0,100.4894371,0.516752846,21.3374602,0.946144365,23,3
1,308,6.36351063,1,0,102.7792331,0.679935575,22.6271881,0.877659296,22,3
1,309,6.530795225,1,0,106.911836,0.740128142,22.67137415,0.867381607,21,3
1,310,6.579667867,1,1,25.18540818,0.677318707,20.69923381,1.044742123,20,3
1,311,6.685776092,1,0,86.834411,0.592586712,17.36869193,1.190128773,19,3
1,312,6.881146545,1,1,30.59612931,0.567232444,16.59675661,1.158468703,18,3
1,313,6.911151868,1,1,39.4108744,0.607405387,25.43711238,1.083769294,17,3
1,314,6.96489525,1,1,28.83865335,0.631948695,26.7562557,1.124477072,16,3
1,315,7.025558244,1,0,103.1382685,0.74090812,27.35348095,1.119127511,15,3
1,316,7.06256617,1,1,31.54810041,0.683332055,20.23634163,1.140550827,14,3
1,317,7.119843131,1,0,99.3848628,0.718406313,18.3715385,1.399675073,13,3
1,318,7.438397073,1,0,101.4812681,0.713016762,30.44212851,1.251775947,12,3
1,319,7.56315327,1,1,36.00153129,0.653313282,23.68285954,1.391794238,11,3
1,320,7.365028936,1,1,31.67920628,0.331317929,26.31020707,1.29945917,10,3
1,321,7.869823156,1,1,11.75793587,0.452031026,29.50326394,1.359867259,9,3
1,322,8.10922173,1,0,103.3427054,0.508134488,31.88915263,1.496633441,8,3
1,323,8.539640928,1,0,109.5937869,0.575974353,27.57538203,1.750666949,7,3
1,324,8.240182385,1,1,29.99040073,0.665180984,32.89823154,1.610010083,6,3
1,325,8.844951254,1,0,100.9171898,0.524142968,36.44997023,2.005070361,5,3
1,326,8.842132265,1,1,29.82194632,0.487903201,37.66913831,1.728122186,4,3
1,327,9.093272363,1,0,94.80465534,0.716813142,34.80876058,1.77821514,3,3
1,328,9.395340946,1,0,98.02042976,0.613759173,39.65518432,2.187982085,2,3
1,329,9.764151754,1,1,33.084071,0.524406144,34.72678403,1.923295785,1,3
1,330,10.27586833,1,1,35.52339608,0.583143679,2.334327558,0,0,3
2,0,0,0,0,95.90129433,0.528671048,0,0.044277943,107,5
2,1,0.061909439,0,1,34.85811491,0.621204091,2.634336823,0,106,5
2,2,0.075956124,0,0,94.51483586,0.742188163,0,0.116577601,105,5
2,3,0,0,1,29.39088059,0.563952015,0,0,104,5
2,4,0.158464803,0,0,94.4096212,0.622194775,0,0.051456692,103,5
2,5,0.564156587,0,1,32.9277126,0.583591503,1.396732485,0,102,5
2,6,0.745548798,0,1,37.68626502,0.546966408,0,0.407739792,101,5
2,7,0.550574775,0,1,31.83107596,0.411751509,0.915789753,0.168128681,100,5
2,8,0.701987664,0,0,106.872041,0.626549864,2.392778745,0,99,5
2,9,1.039710816,0,0,85.64573453,0.675068729,0,0.250561752,98,5
2,10,0.655415725,0,1,24.14001121,0.810855435,3.297882899,0.245644159,97,5
2,11,0.857834514,0,1,21.60354819,0.438432584,0,0.15909948,96,5
